tonnageId,EmploymentStatus,Owners,OpenPort,Operators,CargoType,Comment,ETABasis,OpenDate,ReportType,ReportTimestamp,RepositionRegion,Source,VesselName,Built,DWT,Cubics,LOA,ICE,SternLine,VesselType
5992,,,,,CPP,,30.01.20,,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,hafnia hong kong,2019,76000,82000,,,,
6041,,,,,CPP,,30.01.20,15-Feb,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,# nautical janine,,74 000,,,,,
6051,,ADNOC,,abu dhabi national oil co.,,f.o.c.,30.01.20,,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,ABU DHABI-III,2011,105131,120300,244,No,,
5989,,Schoeller Holdings,,upt,CPP,subs ex spore,30.01.20,,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,CAPE TEES,2009,73634,84100,228,No,,
6111,,Scorpio Group,,Scorpio,DPP,,30.01.20,10-Feb,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,STI KINGSWAY,2015,109999,125294,250,No,,
5999,,,,,CPP,f.o.c./ex-King Darwin/owners matters,30.01.20,,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,nordic tristan,2007,74.0,84.0,228.6,,,
6035,,Gulf Energy Maritime,,gem,CPP,,30.01.20,14-Feb,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,GULF HORIZON,2005,74999,84021,228,No,,
6121,,Sanmar Group,,Maersk,DPP,unc. / subs,30.01.20,,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,SANMAR SANGEET,2004,106516,114411,240,No,,
6049,,BW Group,,bw group,CPP,unc.,30.01.20,15-Feb,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,BW KRONBORG,2007,73708,84467,228,No,,
6059,,Eastern Med,,Eastmed,,Unc.berth.sched.,30.01.20,,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,YPAPANTI,2016,109999,124772,250,No,,
6065,,TORM A/S,,torm,,Unc.berth.sched,30.01.20,13-Feb,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,TORM HERDIS,2018,115109,127400,250,No,,
5965,,Prime Marine Mgmt,4-feb,prime marine,CPP,ex waf/subs ag/west oo,30.01.20,,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,GOLDEN SHINER,2007,74999,84608,228,No,,
6103,,Maersk,,Maersk,DPP,unc.,30.01.20,,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,MAERSK PIPER,2008,109672,121773,244,No,,
6001,,Jo Shipping A/S,,straits tankers,CPP,ex brazil,30.01.20,,Tonnage,2019-01-30 20:00:54,MIDDLE EAST,steem1960,JO REDWOOD,2013,74500,83385,229,No,,
